IF2010,19:10:27,0,4551.4,55582,76123171260.000000,4551,1,4551.4,4
IF2011,19:10:27,500,4522.4,1399,1903847700.000000,4521.8,1,4522.6,1
IF2010,19:10:27,500,4551.4,55586,76128632940.000000,4551,1,4551.6,15
IF2011,19:10:28,0,4522.6,1400,1905204480.000000,4521.8,1,4524.6,1
IF2010,19:10:28,0,4551.6,55589,76132729380.000000,4551.4,1,4551.6,12
IF2011,19:10:28,500,4522.6,1400,1905204480.000000,4522,2,4524.4,1
IF2010,19:10:28,500,4552,55604,76153211820.000000,4551.8,1,4552.2,1
IF2011,19:10:29,0,4522.6,1400,1905204480.000000,4522,2,4524.4,1
IF2010,19:10:29,0,4552,55606,76155943080.000000,4552,1,4552.4,11
IF2011,19:10:29,500,4522.6,1400,1905204480.000000,4522,2,4524.4,1
IF2010,19:10:29,500,4552.4,55607,76157308800.000000,4552.2,1,4552.4,11
IF2011,19:10:30,0,4522.6,1400,1905204480.000000,4522,2,4526.2,5
IF2010,19:10:30,0,4552.2,55621,76176428640.000000,4551.6,1,4552.8,6
IF2011,19:10:30,500,4522.6,1400,1905204480.000000,4522.2,1,4526,1
IF2010,19:10:30,500,4552.2,55622,76177794300.000000,4552,1,4552.6,1
IF2011,19:10:31,0,4522.6,1400,1905204480.000000,4522.4,2,4526,2
IF2010,19:10:31,0,4552.2,55622,76177794300.000000,4552,1,4552.6,1
IF2011,19:10:31,500,4522.6,1400,1905204480.000000,4522.4,2,4526,2
IF2010,19:10:31,500,4552.2,55622,76177794300.000000,4551.6,4,4552.4,6
IF2011,19:10:32,0,4522.6,1400,1905204480.000000,4522.4,2,4526,2
IF2010,19:10:32,0,4552.2,55622,76177794300.000000,4551.6,5,4552.4,7
IF2011,19:10:32,500,4522.6,1400,1905204480.000000,4522.4,2,4526,2
IF2010,19:10:32,500,4552.4,55633,76192816680.000000,4551.6,5,4552.6,1
IF2010,19:10:33,0,4552.4,55633,76192816680.000000,4551.6,6,4552,1
IF2010,19:10:33,500,4552.4,55633,76192816680.000000,4551.6,5,4552,2
IF2011,19:10:34,0,4526,1402,1907920080.000000,4522.4,2,4526.2,5
IF2010,19:10:34,0,4551.6,55635,76195547640.000000,4551.6,3,4552,2
IF2011,19:10:34,500,4526,1402,1907920080.000000,4522.4,2,4525.4,3
IF2010,19:10:34,500,4552,55636,76196913240.000000,4552,1,4552.4,1
IF2011,19:10:35,0,4526,1402,1907920080.000000,4522.4,2,4526,1
IF2010,19:10:35,0,4552,55636,76196913240.000000,4552,5,4552.2,1
IF2010,19:10:35,500,4552,55636,76196913240.000000,4552,5,4552.2,1
IF2010,19:10:36,0,4552,55636,76196913240.000000,4552,5,4552.2,1
IF2011,19:10:36,500,4526,1402,1907920080.000000,4522.6,2,4526,1
IF2010,19:10:36,500,4552,55636,76196913240.000000,4552,5,4552.2,1
